School,SOS,opp_FG,opp_FGA,opp_3P,opp_FT,opp_FTA,opp_ORB,opp_TRB,opp_TOV
Chattanooga,-4.97,810,1801,291,407,583,299,1069,434
Chicago State,-4.91,758,1714,208,552,789,354,1205,552
Cincinnati NCAA,6.93,716,1851,171,403,606,367,1139,452
Citadel,-5.45,806,1712,236,347,480,350,972,372
Clemson,4.44,669,1613,171,355,531,328,1030,394
Cleveland State,-0.16,752,1629,196,526,706,320,1049,459
Coastal Carolina,-5.22,616,1494,214,394,569,300,920,446
Colgate,-2.58,791,1839,225,423,606,310,1127,324
College of Charleston,-3.86,812,1992,175,377,524,348,1111,345
Colorado State NCAA,5.89,767,1852,233,462,674,281,984,380
Colorado NCAA,7.95,769,1918,224,336,485,371,1119,426
Columbia,-3.48,587,1349,144,376,534,226,850,348
Connecticut,7.42,708,1753,171,375,543,403,1097,406
Coppin State,-4.20,813,1827,197,454,686,437,1335,528
Cornell,-2.37,752,1636,233,431,599,267,1041,431
Creighton NCAA,5.16,845,2074,215,369,542,359,1099,377
Dartmouth,-3.17,622,1408,166,434,584,271,938,384
Davidson NCAA,-3.45,739,1805,155,477,665,328,1078,414
Dayton,4.27,719,1655,192,437,620,314,943,436
Delaware State,-5.90,771,1772,166,386,568,400,1142,454
Delaware,-0.81,811,1972,211,442,650,406,1177,355
Denver,0.26,623,1441,117,427,591,312,994,503
DePaul,5.61,881,1879,175,472,681,395,1220,498
Detroit Mercy,1.62,833,1793,225,449,632,321,1111,541
Drake,5.14,791,1772,221,516,686,305,1096,417
Drexel,-0.98,659,1519,161,477,660,248,944,365
Duke NCAA,9.54,852,2049,160,486,671,415,1249,502
Duquesne,3.50,815,1813,237,402,595,362,1139,364
East Carolina,0.81,922,2142,189,451,674,467,1316,475
East Tennessee State,-2.25,807,1761,279,391,571,362,1176,454
Eastern Illinois,-5.09,707,1532,241,400,580,278,969,421
Eastern Kentucky,-3.92,784,1732,185,550,752,390,1164,613
Eastern Michigan,-1.25,688,1735,229,406,620,425,1173,486
Eastern Washington,-5.48,818,1901,191,483,688,420,1242,341
Elon,-5.19,745,1825,202,452,653,346,1186,441
Evansville,2.91,848,1895,220,458,667,343,1217,518
Fairfield,-2.00,697,1721,134,543,784,373,1140,474
Fairleigh Dickinson,-4.65,880,1883,221,467,673,426,1198,378
Florida A&M,-6.21,785,1753,181,484,723,409,1242,504
Florida Atlantic,-2.49,769,1873,161,465,678,411,1151,369
Florida Gulf Coast NCAA,-2.07,866,2133,250,487,708,447,1313,580
Florida International,-2.11,784,1737,206,435,644,389,1164,569
Florida State,7.23,825,1886,225,454,656,422,1142,465
Florida NCAA,6.83,725,1897,193,369,567,358,1117,522
Fordham,4.59,791,1765,218,553,791,352,1096,347
Fresno State,6.56,612,1486,132,473,700,337,1078,399
Furman,-5.29,806,1747,203,365,514,344,1077,357
Gardner-Webb,-5.93,745,1759,188,388,603,346,1096,531
George Mason,-0.17,822,1991,238,622,886,443,1275,551
George Washington,3.49,705,1674,176,380,547,324,973,436
Georgetown NCAA,7.59,623,1649,172,388,582,342,1023,454
Georgia Southern,-5.02,756,1724,187,449,647,370,1122,441
Georgia State,-2.40,708,1625,239,420,594,324,1044,422
Georgia Tech,4.67,687,1715,182,377,566,312,1069,391
Georgia,6.09,661,1704,210,439,645,350,1054,375
Gonzaga NCAA,4.18,735,1909,244,381,561,373,1045,480
Grambling,-9.17,772,1683,213,381,588,380,1073,271
Green Bay,-0.27,741,1802,219,441,599,303,1039,400
Hampton,-7.84,670,1719,167,476,731,389,1149,484
Hartford,-4.71,660,1499,160,418,622,293,1046,495
Harvard NCAA,0.16,707,1601,150,360,496,302,924,409
Hawaii,-2.37,808,1915,263,426,609,347,1055,383
High Point,-7.25,712,1699,179,449,675,347,1070,429
Hofstra,-1.92,755,1741,176,446,629,364,1150,423
Holy Cross,-2.97,691,1647,190,357,512,307,1001,295
Houston Baptist,-8.03,726,1713,140,488,701,351,1089,505
Houston,-3.77,871,2021,214,464,681,402,1174,440
Howard,-5.35,646,1575,183,393,580,348,1051,434
Idaho State,-4.85,679,1524,219,351,513,324,1033,384
Idaho,0.33,758,1693,209,354,518,293,886,270
Illinois-Chicago,-0.69,741,1826,206,446,625,360,1190,431
Illinois State,3.72,796,1879,225,448,638,374,1191,484
Illinois NCAA,10.08,810,1911,232,480,684,392,1256,511
Indiana State,5.64,748,1802,182,486,698,345,1133,400
Indiana NCAA,8.38,815,2089,208,398,563,428,1114,509
Iona NCAA,-0.02,938,2083,272,447,669,418,1228,475
Iowa State NCAA,6.13,890,2076,215,491,679,367,1179,462
Iowa,6.93,850,2168,212,476,675,434,1307,500
Fort Wayne,-5.32,779,1717,182,438,632,261,1022,447
IUPUI,-2.79,901,1853,224,425,566,343,1158,372
Jackson State,-9.52,740,1647,168,425,647,342,1113,426
Jacksonville State,-4.29,648,1433,119,402,546,335,944,445
Jacksonville,-4.74,805,1820,202,488,697,361,1137,469
James Madison NCAA,-2.28,798,1865,221,509,732,368,1238,490
Kansas State NCAA,6.53,750,1792,171,444,646,375,1120,493
Kansas NCAA,7.54,788,2183,236,480,699,436,1219,468
Kennesaw State,-4.76,742,1499,179,487,713,290,1033,420
Kent State,-0.83,823,1897,201,526,769,402,1198,487
Kentucky,5.78,763,1944,179,422,587,395,1107,389
La Salle NCAA,4.46,872,1912,142,371,544,379,1192,486
Lafayette,-2.36,864,1864,217,401,586,356,1149,464
Lamar,-3.26,903,1997,202,390,579,409,1158,354
Lehigh,-3.01,738,1776,191,355,512,377,1104,424
Liberty NCAA,-5.80,879,2084,212,549,802,435,1303,385
Lipscomb,-3.45,776,1732,239,509,769,343,1054,404
Long Beach State,1.92,844,1930,258,414,617,426,1195,451
Long Island University NCAA,-5.80,958,2046,235,438,647,403,1147,441
Longwood,-5.10,977,2025,228,505,696,394,1199,446
Louisiana,-2.23,822,1901,203,566,813,418,1280,498
Louisiana-Monroe,-1.45,680,1449,191,408,574,286,937,399
Louisiana State,4.01,751,1782,173,463,677,399,1166,470
Louisiana Tech,-2.06,771,1912,158,451,675,416,1299,590
Louisville NCAA,9.13,825,2089,221,480,730,469,1327,730
Loyola (IL),-2.30,709,1642,173,343,492,275,947,366
Loyola Marymount,2.86,802,1809,244,490,731,361,1190,478
Loyola (MD),-2.10,768,1855,164,521,786,436,1188,477
Maine,-4.12,740,1772,204,407,588,349,1088,366
Manhattan,-0.38,622,1539,176,496,716,334,1037,466
Marist,-1.63,799,1802,200,393,577,358,1152,403
Marquette NCAA,8.58,776,1922,223,416,610,407,1079,439
Marshall,0.93,824,1871,203,476,716,417,1169,422
Maryland-Baltimore County,-3.70,760,1674,181,515,746,335,1152,435
Maryland-Eastern Shore,-5.11,712,1499,187,330,498,296,987,390
Maryland,4.66,865,2249,231,472,667,415,1209,404
Massachusetts,4.55,833,1976,209,491,691,404,1204,442
McNeese State,-4.63,776,1796,172,448,644,422,1220,410
Memphis NCAA,2.70,825,2038,204,481,711,413,1205,557
Mercer,-4.08,719,1820,227,470,713,391,1165,511
Miami (FL) NCAA,7.88,795,1987,226,365,562,365,1175,425
Miami (OH),-0.26,747,1600,227,407,600,326,1057,468
Michigan State NCAA,10.55,758,1943,199,414,621,353,1089,447
Michigan NCAA,10.05,941,2221,242,343,503,396,1251,470
Middle Tennessee NCAA,-1.52,674,1704,164,462,729,341,1048,530
Milwaukee,-0.26,842,1867,183,397,567,381,1214,384
Minnesota NCAA,10.31,720,1813,213,462,666,401,1048,438
Mississippi State,4.34,829,1890,229,337,487,408,1191,490
Mississippi Valley State,-8.28,739,1585,154,437,683,359,1107,442
Mississippi NCAA,4.14,865,2122,241,438,660,432,1351,552
Missouri-Kansas City,-2.74,790,1654,206,466,688,295,1024,401
Missouri State,4.65,748,1652,190,450,637,307,1130,402
Missouri NCAA,6.00,812,2015,234,410,598,373,1092,410
Monmouth,-4.19,771,1676,232,478,696,359,1184,559
Montana State,-6.69,762,1585,213,444,606,275,1034,447
Montana NCAA,-4.21,745,1733,176,430,606,334,1044,387
Morehead State,-1.81,752,1654,207,697,960,307,1027,566
Morgan State,-7.51,731,1800,169,463,688,412,1139,476
Mount St. Mary's,-4.10,853,1671,157,426,639,317,1115,520
Murray State,-2.89,733,1752,185,420,576,349,1049,436
Navy,-4.44,652,1525,194,390,577,325,1110,409
Omaha,-3.90,948,1935,255,397,563,394,1171,398
Nebraska,9.59,736,1695,177,445,659,331,1161,368
Nevada-Las Vegas NCAA,5.71,794,2039,203,415,599,361,1181,454
Nevada,5.35,775,1711,218,461,678,328,1081,392
New Hampshire,-4.19,639,1565,137,404,570,300,1069,358
New Mexico State NCAA,0.70,780,1949,193,422,590,372,1092,432
New Mexico NCAA,6.63,760,1944,263,337,500,342,1151,445
New Orleans,-6.12,694,1525,160,410,614,326,982,431
Niagara,-1.15,818,1812,237,506,736,372,1228,520
Nicholls State,-4.97,784,1661,163,456,652,344,1072,427
NJIT,-9.01,628,1647,182,431,633,353,1041,447
Norfolk State,-6.56,756,1875,170,480,721,441,1241,499
North Carolina-Asheville,-3.98,812,1858,190,399,593,373,1105,464
North Carolina A&T NCAA,-6.30,763,1965,240,525,804,445,1349,589
North Carolina Central,-7.05,609,1552,160,380,595,323,946,496
North Carolina-Greensboro,-5.31,734,1686,199,619,844,300,1148,433
North Carolina State NCAA,7.17,899,2145,209,451,621,430,1176,400
North Carolina-Wilmington,-2.27,753,1675,168,437,623,334,1066,360
North Carolina NCAA,8.01,918,2170,248,408,581,417,1328,558
North Dakota State,-4.01,655,1694,178,420,598,281,991,388
North Dakota,-5.34,805,1864,197,436,606,373,1184,459
North Florida,-3.22,810,1841,155,460,670,428,1174,403
North Texas,-2.73,778,1865,209,436,629,387,1155,409
Northeastern,-1.93,840,1798,198,376,523,368,1085,480
Northern Arizona,-3.55,841,1793,224,505,695,326,1150,452
Northern Colorado,-5.19,778,1721,223,402,568,309,1002,385
Northern Illinois,-2.20,594,1379,202,495,702,258,989,425
Northern Iowa,5.23,821,1928,231,356,502,322,1157,458
Northern Kentucky,-5.42,579,1319,155,334,471,257,907,342
Northwestern State NCAA,-3.77,823,1934,169,470,750,453,1249,535
Northwestern,8.30,723,1690,182,409,639,393,1199,375
Notre Dame NCAA,7.22,845,2011,191,341,494,368,1120,358
Oakland,-1.61,890,1804,262,443,633,295,1106,483
Ohio State NCAA,9.32,776,1963,230,415,580,360,1196,493
Ohio,-1.06,743,1747,172,534,801,397,1206,591
Oklahoma State NCAA,6.73,716,1838,204,443,645,376,1152,490
Oklahoma NCAA,7.09,760,1819,205,397,572,363,1121,423
Old Dominion,-1.55,731,1611,222,444,631,331,1020,406
Oral Roberts,-3.00,885,2018,204,367,553,388,1111,449
Oregon State,4.29,823,1908,206,396,574,379,1134,389
Oregon NCAA,5.77,845,2039,203,459,679,350,1161,569
Pacific NCAA,1.05,760,1799,243,475,667,338,1133,449
Penn State,9.46,669,1563,206,571,799,276,1040,354
Pennsylvania,-1.48,690,1641,189,548,738,345,1090,449
Pepperdine,1.06,702,1685,205,412,576,351,1006,346
Pittsburgh NCAA,5.63,627,1598,172,421,582,316,942,444
Portland State,-5.54,751,1551,174,361,508,287,910,328
Portland,3.28,769,1758,218,433,617,322,1039,377
Prairie View,-10.10,750,1876,203,520,799,403,1239,519
Presbyterian,-4.71,800,1756,227,421,584,344,1066,338
Princeton,-1.65,578,1363,119,360,496,240,803,349
Providence,6.55,798,1911,168,442,631,390,1177,447
Purdue,7.87,782,1929,191,457,642,370,1148,384
Quinnipiac,-4.91,751,1732,207,511,731,283,986,336
Radford,-7.32,767,1748,173,472,687,343,1188,496
Rhode Island,4.95,672,1559,176,427,623,350,1087,366
Rice,0.01,764,1558,190,481,706,329,1169,414
Richmond,3.43,777,1745,159,549,751,383,1175,507
Rider,-1.66,740,1821,176,493,698,381,1144,470
Robert Morris,-4.90,778,1732,198,546,796,354,1171,572
Rutgers,6.77,699,1658,191,463,660,364,1023,393
Sacramento State,-6.77,690,1598,210,314,446,315,1008,349
Sacred Heart,-3.69,772,1707,204,464,652,369,1040,364
Saint Francis (PA),-4.37,726,1553,194,471,620,317,1017,364
Saint Joseph's,4.03,770,1880,193,312,449,390,1105,330
Saint Louis NCAA,4.28,735,1787,157,409,625,340,1151,537
Saint Mary's (CA) NCAA,3.31,763,1820,195,482,669,286,1000,409
Saint Peter's,-2.92,671,1519,180,450,632,300,1041,427
Sam Houston State,-5.16,687,1672,157,549,786,302,1159,510
Samford,-4.38,745,1656,199,425,596,343,1072,402
San Diego State NCAA,6.19,754,1917,203,366,540,341,1128,429
San Diego,2.60,810,1822,173,467,660,377,1153,453
San Francisco,2.83,769,1758,204,399,564,311,1084,363
San Jose State,-0.92,711,1658,174,403,562,321,1066,376
Santa Clara,1.72,875,2070,212,615,854,434,1321,568
Savannah State,-4.73,639,1635,129,480,730,363,1084,567
Seattle,-1.05,691,1696,197,479,707,334,1041,430
Seton Hall,5.96,735,1781,192,488,697,378,1116,419
Siena,-1.87,798,1862,219,374,515,387,1097,351
South Alabama,-2.96,720,1707,160,440,634,360,1053,443
South Carolina State,-5.10,763,1738,194,415,612,398,1125,373
South Carolina Upstate,-4.79,769,1789,220,436,616,335,1077,462
South Carolina,2.11,759,1681,179,508,770,344,1045,452
South Dakota State NCAA,-3.27,867,1952,243,323,465,290,1069,388
South Dakota,-2.92,830,1804,231,317,466,331,1043,317
South Florida,7.70,700,1657,167,361,505,358,1119,373
Southeast Missouri State,-6.06,823,2050,215,499,704,427,1216,347
Southeastern Louisiana,-3.76,737,1681,175,464,692,332,1136,383
Southern California,8.25,749,1805,196,469,678,335,1131,383
SIU Edwardsville,-4.67,665,1439,149,348,512,270,917,384
Southern Illinois,2.28,689,1484,195,446,616,282,980,479
Southern Methodist,-1.33,655,1657,242,455,647,362,1000,439
Southern Mississippi,1.49,775,1895,288,510,756,393,1117,636
Southern Utah,-5.00,713,1645,159,645,914,296,1074,370
Southern NCAA,-10.31,658,1795,161,413,614,371,1173,447
St. Bonaventure,2.71,704,1568,211,469,647,329,971,424
St. Francis (NY),-4.75,763,1670,172,445,631,342,1081,403
St. John's (NY),7.16,787,1964,216,393,568,440,1324,454
Stanford,7.37,814,1915,163,469,646,334,1173,448
Stephen F. Austin,-6.64,588,1546,127,336,515,267,928,488
Stetson,-4.45,829,1847,209,351,536,340,1027,376
Stony Brook,-4.12,681,1802,225,311,466,326,1073,442
Syracuse NCAA,8.57,794,2152,246,513,762,511,1395,616
Temple NCAA,5.20,824,1882,196,465,642,358,1214,463
Tennessee-Martin,-4.19,774,1679,208,539,753,333,1094,425
Tennessee State,-1.30,803,1867,205,497,722,385,1103,465
Tennessee Tech,-3.31,653,1493,175,470,667,318,939,433
Tennessee,6.03,744,1780,158,445,612,328,1039,368
Texas A&M-Corpus Christi,-3.65,651,1466,180,480,690,317,1028,356
Texas A&M,4.86,707,1705,206,429,608,365,1063,455
Texas-Arlington,-0.90,671,1718,231,499,754,372,1136,503
Texas Christian,4.41,732,1649,158,380,554,325,1052,401
Texas-El Paso,2.38,705,1689,165,395,587,359,1063,396
Texas-Rio Grande Valley,-8.18,788,1776,173,406,607,385,1173,491
Texas-San Antonio,-1.00,797,1726,221,408,593,351,1144,427
Texas Southern,-7.25,744,1817,160,371,541,377,1120,360
Texas State,-0.90,903,1986,220,532,742,398,1320,506
Texas Tech,4.31,780,1675,210,486,688,336,1074,452
Texas,6.55,739,1926,179,575,822,438,1237,445
Toledo,-3.04,654,1556,204,399,558,340,1012,400
Towson,-2.59,709,1788,180,468,667,369,1031,339
Troy,-4.01,779,1744,220,425,638,352,1207,401
Tulane,-1.80,830,1816,209,430,599,299,1092,468
Tulsa,0.95,755,1839,229,510,750,358,1154,431
UCLA NCAA,7.82,926,2181,218,357,537,458,1333,491
Utah State,-0.68,705,1711,220,341,515,295,880,294
Utah Valley,-7.02,803,1836,202,357,504,324,1092,389
Utah,6.68,743,1869,213,387,555,385,1126,358
Valparaiso NCAA,-1.13,745,1795,159,470,652,322,989,441
Vanderbilt,6.03,701,1721,183,399,577,328,1121,378
Vermont,-4.46,682,1674,198,392,565,314,985,421
Villanova NCAA,8.53,733,1812,245,503,740,346,1125,518
Virginia Commonwealth NCAA,4.47,811,1825,198,503,736,400,1252,709
VMI,-7.11,889,1987,209,424,599,423,1261,451
Virginia Tech,6.27,831,1905,245,486,726,392,1194,341
Virginia,4.23,683,1761,187,392,560,321,1075,450
Wagner,-5.07,692,1690,200,495,707,340,1042,476
Wake Forest,6.15,787,1731,184,420,614,318,1083,441
Washington State,5.26,713,1663,223,366,528,289,1004,390
Washington,7.22,834,1927,190,427,623,363,1101,417
Weber State,-5.61,825,2053,141,484,665,341,1093,419
West Virginia,6.54,755,1686,213,455,674,356,1082,458
Western Carolina,-4.42,771,1749,183,574,807,384,1162,466
Western Illinois,-5.42,604,1511,163,292,426,261,902,370
Western Kentucky NCAA,-1.14,824,1945,200,516,742,374,1189,504
Western Michigan,-1.43,770,1896,232,465,663,353,1094,449
Wichita State NCAA,6.09,797,2020,238,553,774,355,1190,505
William & Mary,-3.45,755,1742,181,357,517,344,993,318
Winthrop,-4.43,642,1593,178,435,588,305,1016,360
Wisconsin NCAA,9.73,744,1890,136,334,485,325,1163,392
Wofford,-4.65,661,1555,155,413,588,260,1058,455
Wright State,-1.15,705,1698,190,505,730,323,1139,569
Wyoming,4.61,724,1687,166,396,553,324,1123,451
Xavier,4.96,675,1666,206,380,555,312,942,366
Yale,-0.81,707,1585,201,441,631,283,951,415
Youngstown State,-0.81,840,1980,209,467,658,385,1258,452
